0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
308,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
408,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
416,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
316,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
216,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
116,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
16,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
134,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
234,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
254,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
154,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
274,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
374,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
474,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
478,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
378,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
278,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
244,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
264,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
364,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
164,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
64,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
84,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
96,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
196,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
296,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
276,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
256,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
236,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
444,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
344,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
184,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
396,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
376,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
476,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
356,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
482,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
382,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
362,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
262,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
242,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
222,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
322,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
202,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
102,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
2,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
18,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
118,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
138,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
327,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
347,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
247,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
267,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
167,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
147,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
187,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
87,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
99,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
199,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
299,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
399,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
379,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
479,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
443,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
343,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
323,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
223,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
123,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
23,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
3,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
19,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
119,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
219,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
239,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
259,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
359,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
279,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
108,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
208,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
109,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
209,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
229,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
309,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
409,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
417,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
317,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
217,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
117,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
137,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
17,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
37,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
237,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
257,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
277,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
377,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
397,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
297,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
197,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
177,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
97,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
321,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
341,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
241,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
221,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
121,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
101,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
1,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
157,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
77,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
427,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
447,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
401,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
301,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
201,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
294,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
38,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
484,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
384,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
283,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
263,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
243,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
203,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
103,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
39,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
139,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
163,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
339,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
431,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
451,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
351,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
331,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
231,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
211,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
311,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
411,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
419,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
319,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
251,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
151,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
9,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
357,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
457,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
126,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
226,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
146,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
46,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
66,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
441,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
63,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
53,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
153,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
253,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
273,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
373,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
473,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
493,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
477,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
57,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
76,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
176,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
156,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
136,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
36,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
497,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
494,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
398,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
298,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
41,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
141,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
453,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
433,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
353,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
124,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
224,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
324,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
144,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
44,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
56,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
287,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
79,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
179,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
92,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
192,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
172,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
72,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
272,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
372,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
472,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
496,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
33,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
133,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
233,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
173,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
293,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
393,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
286,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
11,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
111,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
499,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
148,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
248,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
228,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
104,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
128,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
51,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
171,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
271,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
181,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
81,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
61,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
261,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
131,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
492,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
336,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
47,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
67,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
269,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
249,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
29,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
129,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
288,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
268,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
348,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
328,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,5,5,3,5
428,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
459,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
392,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
391,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
371,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
71,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
159,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
354,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5
127,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
227,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
27,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
193,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
82,0,5,5,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
62,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
162,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
142,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
122,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
22,0,4,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
471,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
183,0,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
302,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,5,5,3,5
204,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
487,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,4
387,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
