0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
117,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
51,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
434,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
231,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
386,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
43,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
413,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
178,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
104,0,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
234,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
409,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,8,5,5,3,5
467,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
239,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
154,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
262,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
124,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
287,0,5,5,5,1,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,5,5,3,5
41,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
389,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
248,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
219,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
52,0,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
179,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
361,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
63,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
372,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,2,5,5,3,5
221,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
238,0,5,5,5,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,3,5
159,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
257,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
469,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,9,5
396,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
78,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
7,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
218,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
391,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,3,5
426,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,5,3,5
66,0,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
263,0,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,5,5,3,5
202,0,5,5,5,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,5,5,3,5
128,0,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
9,6,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
442,0,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5
247,0,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,3,5
156,0,5,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
177,0,5,5,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,3,5
